TUCASEID,TULINENO,EEINCOME1,ERBMI,ERHHCH,ERINCOME,ERSPEMCH,ERTPREAT,ERTSEAT,ETHGT,ETWGT,EUDIETSODA,EUDRINK,EUEAT,EUEXERCISE,EUEXFREQ,EUFASTFD,EUFASTFDFRQ,EUFFYDAY,EUFDSIT,EUFINLWGT,EUSNAP,EUGENHTH,EUGROSHP,EUHGT,EUINCLVL,EUINCOME2,EUMEAT,EUMILK,EUPRPMEL,EUSODA,EUSTORES,EUSTREASON,EUTHERM,EUWGT,EUWIC,EXINCOME1
20140111131015,1,2,28.2,3,5,-1,45,5,0,0,-1,2,1,2,-1,1,8,1,1, 16670267.581984,2,3,2,66,5,2,-1,-1,2,-1,-1,-1,-1,175,2,0
20140111131019,1,1,30.7,3,1,-1,175,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  3495703.460163,2,3,1,59,5,-1,1,2,1,-1,1,4,2,152,-1,0
20140111131031,1,2,38.1,1,5,5,40,5,0,0,-1,1,1,2,-1,1,7,1,1,  4897605.705362,1,3,2,64,5,2,-1,-1,2,2,-1,-1,-1,222,1,0
20140111131042,1,1,27.8,3,1,-1,20,0,0,0,-1,2,2,1,1,1,1,2,1,  1870680.492685,2,2,1,66,5,-1,2,2,1,-1,3,6,-1,172,-1,0
20140111131046,1,1,21.6,3,1,2,15,30,0,0,-1,1,1,1,1,1,2,1,1,  5682117.845016,2,3,1,66,5,-1,1,2,1,2,1,2,2,134,-1,0
20140111131069,1,1,24.9,3,1,5,35,0,0,0,-1,1,2,1,3,1,3,2,1,  5259030.181042,2,1,2,64,5,-1,1,2,3,2,-1,-1,2,145,2,0
20140111131078,1,1,24.7,3,1,5,35,0,0,0,-1,2,2,1,7,1,2,2,1, 10346980.603915,2,2,1,62,5,-1,1,2,1,-1,1,4,2,135,-1,0
20140111131092,1,1,26.9,3,1,-1,105,10,0,0,3,1,1,1,6,2,-1,-1,1, 11346604.806817,2,2,1,67,5,-1,-1,-1,2,1,2,1,-1,172,2,0
20140111131116,1,1,25.8,3,1,5,25,10,0,0,2,1,1,1,2,1,3,1,1, 13012248.054130,2,3,1,68,5,-1,-1,-1,2,1,1,2,-1,170,1,0
20140111131120,1,1,26.8,3,1,5,30,20,0,0,2,1,1,2,-1,2,-1,-1,1, 22337581.818684,2,2,1,70,5,-1,-1,-1,2,1,2,4,-1,187,2,0
20140111131147,1,1,29.0,3,1,-1,180,60,0,0,-1,2,1,1,2,1,1,2,1,  6666539.757691,2,3,3,66,5,-1,-1,-1,2,-1,1,6,-1,180,-1,0
20140111131166,1,2,29.6,3,3,-1,182,0,0,0,-1,1,2,2,-1,1,4,1,1,  7289899.768732,2,4,1,72,5,1,1,2,1,2,5,2,2,218,2,0
20140111131167,1,-3,-1.0,3,-1,-1,30,0,0,-1,-1,2,2,2,-1,2,-1,-1,1,  2646155.938621,2,2,1,59,5,-3,1,2,1,-1,1,2,2,-3,-1,3
20140111131205,1,2,35.2,1,5,-1,80,15,0,0,-1,1,1,2,-1,1,2,1,1,  3639367.132787,2,3,1,67,5,3,1,2,1,2,1,1,2,225,1,0
20140111131231,1,1,29.5,3,1,5,0,50,0,0,1,1,1,2,-1,1,1,1,1, 19139458.429748,2,3,2,69,5,-1,-1,-1,2,1,-1,-1,-1,200,-1,0
20140111131259,1,2,23.6,3,5,5,30,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  8621620.913830,2,3,2,69,5,2,2,2,1,-1,-1,-1,-1,160,2,0
20140111131264,1,1,23.9,3,1,5,65,15,0,0,1,1,1,1,2,1,3,1,1,  6635803.420271,2,2,1,68,5,-1,1,2,1,1,2,1,2,157,2,0
20140111131281,1,2,20.4,1,3,-1,105,0,0,0,-1,1,2,1,2,1,2,1,1,  3057950.531458,2,2,1,63,5,1,1,2,1,2,2,1,2,115,2,0
20140111131328,1,1,19.7,3,1,-1,30,20,0,0,-1,1,1,1,2,2,-1,-1,1,  2786807.748717,2,2,1,64,5,-3,1,2,1,2,1,4,2,115,-1,81
20140111131349,1,1,21.9,3,1,-1,20,12,0,0,2,1,1,1,5,1,3,1,1, 24014551.714693,2,3,2,61,5,-2,1,2,3,1,-1,-1,1,116,2,73
20140111131365,1,2,29.0,3,5,5,30,0,0,0,-1,2,1,1,2,1,1,1,1,  8891248.804093,2,1,2,73,5,2,-1,-1,2,-1,-1,-1,-1,220,2,0
20140111131416,1,2,34.9,1,5,5,20,15,0,0,2,1,1,2,-1,2,-1,-1,1,  8113741.232464,1,4,3,67,5,2,-1,-1,2,1,1,1,-1,223,1,0
20140111131419,1,1,28.2,3,1,1,60,5,0,0,-1,2,1,1,4,1,1,2,1, 11993413.769591,2,3,1,67,5,-1,1,2,1,-1,1,2,2,180,2,0
20140111131430,1,1,25.8,3,1,5,60,0,0,0,1,1,2,1,5,1,1,2,1,  3008015.639792,2,1,1,67,5,-1,2,2,1,1,1,3,-1,165,2,0
20140111131459,1,2,-1.0,3,3,5,70,0,0,-1,2,1,2,2,-1,1,2,2,1,  5720035.732661,2,3,1,62,5,1,1,2,1,1,2,2,1,-3,-1,0
20140111131460,1,1,27.5,3,1,-1,150,0,0,0,-1,2,2,1,7,1,2,2,1, 21928163.574745,2,1,2,64,5,-2,-1,-1,2,-1,-1,-1,-1,160,2,73
20140111131474,1,2,-1.0,3,5,5,30,5,0,-1,-1,2,1,2,-1,2,-1,-1,1,  4858940.865432,1,2,1,64,5,2,1,2,1,-1,2,6,2,-2,2,0
20140111131515,1,1,24.7,3,1,5,45,15,0,0,-1,1,1,1,1,1,2,2,1, 10703035.021595,2,1,1,62,5,-1,1,2,1,2,1,1,2,135,-1,0
20140111131552,1,1,30.3,3,1,5,60,30,0,0,-1,1,1,1,7,2,-1,-1,1,  9246193.354270,2,2,2,69,5,-3,-1,-1,2,2,-1,-1,-1,205,2,84
20140111131573,1,2,21.3,3,3,-1,90,0,1,0,3,1,2,2,-1,1,14,1,1,  4851182.912739,2,2,1,77,5,1,2,1,1,1,1,2,-1,180,-1,0
20140111131588,1,1,19.3,3,1,5,40,10,0,0,2,1,1,2,-1,1,1,2,1,  7418824.681921,2,2,2,73,5,-1,-1,-1,2,1,-1,-1,-1,146,2,0
20140111131590,1,2,29.7,3,3,5,30,0,0,0,-1,2,2,1,1,1,1,2,1,  2888062.210552,2,1,3,69,5,1,1,2,3,-1,1,6,2,201,2,0
20140111131601,1,1,27.0,3,1,-1,75,0,0,0,-1,1,2,2,-1,1,2,2,1, 67863370.956117,2,3,1,74,5,-1,1,1,1,2,1,2,2,210,-1,0
20140111131646,1,1,29.2,3,1,5,120,15,0,0,-1,1,1,1,8,1,1,2,1,  3720258.848956,2,3,3,64,5,-1,1,2,3,2,1,4,2,170,-1,0
20140111131652,1,1,34.3,3,1,-1,60,12,0,0,-1,2,1,1,5,1,7,2,1, 30058418.679220,2,1,1,64,5,-2,2,1,1,-1,2,2,-1,200,2,75
20140111131692,1,1,24.8,3,1,5,120,0,0,0,-1,1,2,1,3,1,2,2,1, 10402434.889544,2,3,1,60,5,-1,1,2,1,2,2,2,2,127,2,0
20140111131708,1,1,29.8,3,1,5,110,0,0,0,-1,1,2,2,-1,1,2,2,1, 10004423.136219,2,2,2,67,5,-1,-1,-1,2,2,-1,-1,-1,190,-1,0
20140111131710,1,1,21.5,3,1,-1,135,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  1837240.179129,2,3,1,70,5,-1,1,2,1,2,2,6,2,150,-1,0
20140111131719,1,3,17.2,3,2,-1,75,10,0,0,-1,1,1,1,6,1,5,1,1,  5816893.339306,2,2,1,68,5,-1,2,2,1,2,1,2,-1,113,2,0
20140111131811,1,1,20.3,3,1,3,210,0,0,0,-1,1,2,1,7,2,-1,-1,1,  4260226.765144,2,1,3,66,5,-1,1,2,1,2,1,3,2,126,-1,0
20140111131927,1,1,24.3,3,1,1,40,0,0,0,2,1,2,1,2,1,2,2,1,  3419825.294070,2,2,1,67,5,-1,1,2,1,1,1,2,2,155,2,0
20140111131969,1,2,32.6,3,3,-1,90,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  2762672.070564,2,3,1,64,5,1,2,2,1,2,2,4,-1,190,-1,0
20140111132011,1,2,51.5,3,5,3,90,10,0,0,-1,2,1,1,2,2,-1,-1,1,  7788566.764829,2,3,3,66,5,2,-1,-1,2,-1,1,1,-1,319,2,0
20140111132054,1,1,25.7,3,1,5,75,60,0,0,-1,1,1,1,5,1,1,2,1,  2269316.498687,2,1,2,73,5,-1,-1,-1,2,2,-1,-1,-1,195,2,0
20140111132056,1,2,38.3,3,5,5,30,10,0,0,-1,2,1,1,4,2,-1,-1,1, 10648456.864296,1,3,2,64,5,2,-1,-1,2,-1,-1,-1,-1,223,2,0
20140111132088,1,2,20.1,3,5,5,40,60,0,0,-1,2,1,1,1,2,-1,-1,1, 18918153.683863,2,2,1,65,5,2,1,2,1,-1,4,1,1,121,2,0
20140111132153,1,2,30.2,3,5,-1,30,25,0,0,2,1,1,1,1,1,2,2,1, 20421774.416674,2,-2,1,61,5,2,1,2,3,1,1,1,2,160,2,0
20140111132207,1,1,35.0,3,1,5,50,5,0,0,1,1,1,1,3,1,7,1,1, 11278724.577912,2,3,2,73,5,-1,-1,-1,2,1,-1,-1,-1,265,2,0
20140111132228,1,2,21.5,3,3,-1,180,0,0,0,-1,1,2,1,7,2,-1,-1,1,  5522542.569983,2,3,1,64,5,1,1,2,1,2,1,2,2,125,-1,0
20140111132246,1,2,38.9,3,2,-1,12,0,0,0,-1,1,2,2,-1,2,-1,-1,1, 10584581.593302,1,5,2,72,5,-2,-1,-1,2,2,-1,-1,-1,287,-1,0
20140111132261,1,2,29.0,3,5,-1,120,0,0,0,-1,2,2,1,7,2,-1,-1,1,  2258022.904608,2,3,2,66,5,2,-1,-1,2,-1,-1,-1,-1,180,-1,0
20140111132284,1,2,40.9,3,5,-1,20,5,0,0,-1,2,1,1,5,1,1,2,1,  1030669.739669,1,4,1,65,5,2,1,2,1,-1,1,2,2,246,-1,0
20140111132288,1,2,31.6,3,3,-1,25,0,0,0,-1,1,1,1,1,2,-1,-1,1,  7801885.814458,2,1,1,65,5,1,1,2,1,2,2,1,2,190,2,0
20140111132295,1,1,30.4,3,1,-1,20,20,0,0,-1,1,1,2,-1,1,2,2,1, 11518892.007696,2,2,2,68,5,1,-1,-1,2,2,-1,-1,-1,200,-1,75
20140111132317,1,1,28.2,1,1,5,60,40,0,0,1,1,1,2,-1,1,3,1,1,  7046141.480939,2,1,1,67,5,-1,1,2,3,1,5,6,2,180,2,0
20140111132340,1,1,25.0,3,1,-1,10,20,0,0,-1,1,1,2,-1,1,3,1,1,  5586247.663731,2,3,1,65,5,-1,1,2,1,2,1,4,2,150,-1,0
20140111132352,1,2,37.7,3,3,5,105,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  9075493.482770,2,3,2,63,5,1,-1,-1,2,2,-1,-1,-1,213,-1,0
20140111132372,1,1,23.0,3,1,-1,180,5,0,0,-1,1,1,1,2,2,-1,-1,1,  5294701.089689,2,1,1,63,5,-1,1,2,1,2,3,6,1,130,2,0
20140111132403,1,1,23.1,3,1,5,15,0,0,0,2,1,2,2,-1,1,5,1,1,  3897739.531181,2,1,2,74,5,-1,-1,-1,2,1,-1,-1,-1,180,2,0
20140111132415,1,1,25.9,3,1,-1,90,0,0,0,1,1,2,1,6,1,3,2,1,  2375474.771068,2,1,1,64,5,-1,1,2,1,1,1,3,2,151,-1,0
20140111132423,1,1,21.6,3,1,5,70,10,0,0,-1,1,1,1,2,1,4,1,1,  5482776.252751,2,2,1,65,5,-1,1,2,1,2,2,1,2,130,2,0
20140111132436,1,1,20.3,3,1,-1,50,0,0,0,2,1,2,1,7,1,1,2,1,  8720560.564787,2,2,2,66,5,-1,-1,-1,2,1,-1,-1,-1,126,2,0
20140111132457,1,1,-1.0,3,1,1,30,90,0,-1,-1,2,1,2,-1,1,1,2,2,  5766901.069446,2,3,3,64,5,-2,1,2,3,-1,3,3,2,-2,2,74
20140111132483,1,3,29.2,3,2,-1,20,40,0,0,-1,2,1,1,3,1,2,1,1,  3153340.464236,1,1,3,76,5,-1,1,2,3,-1,1,3,2,240,2,0
20140111132491,1,1,25.7,3,1,5,45,0,0,0,-1,2,2,1,10,1,3,2,1, 14831501.285558,2,1,1,63,5,-1,1,1,1,-1,1,3,2,145,-1,0
20140111132501,1,1,23.3,3,1,4,90,-2,0,0,1,1,-2,2,-1,1,1,2,1,  4397355.203442,2,2,1,65,5,-1,1,2,1,1,1,2,1,140,-1,0
20140111132507,1,-2,18.3,3,-1,-1,15,0,0,0,-1,2,2,2,-1,2,-1,-1,1, 16799653.257652,2,1,2,65,5,-2,-1,-1,2,-1,-1,-1,-1,110,2,2
20140111132514,1,1,18.0,3,1,-1,10,12,0,0,-1,1,1,1,5,1,1,2,1,  6894276.180182,2,1,2,67,5,-2,-1,-1,2,2,-1,-1,-1,115,2,75
20140112130007,1,1,22.9,3,1,-1,65,10,0,0,-1,1,1,1,1,2,-1,-1,1,  7639300.924594,2,3,1,66,5,-1,1,2,1,2,1,2,2,142,-1,0
20140112130015,1,1,38.4,3,1,5,60,10,0,0,1,1,1,1,5,1,4,1,1,  8713558.388395,2,2,2,62,5,-1,-1,-1,2,1,-1,-1,-1,210,2,0
20140112130022,1,1,24.4,3,1,-1,10,5,0,0,-1,2,1,1,1,1,1,1,1,  5253474.876831,2,3,2,70,5,-1,-1,-1,2,-1,-1,-1,-1,170,2,0
20140112130025,1,-2,41.8,3,-1,-1,65,7,0,0,2,1,1,1,3,2,-1,-1,2,  9870170.070494,1,5,1,69,5,-2,-1,-1,2,1,1,-2,-1,283,2,2
20140112130031,1,2,26.6,3,5,5,50,0,0,0,-1,2,2,2,-1,2,-1,-1,1, 39015007.995054,2,1,1,67,5,3,1,2,1,-1,1,2,2,170,2,0
20140112130035,1,1,26.4,3,1,-1,95,0,0,0,-1,2,2,2,-1,1,4,2,1, 20703745.155521,2,2,1,61,5,-1,1,2,1,-1,2,1,2,140,2,0
20140112130037,1,1,23.6,3,1,5,50,15,0,0,2,1,1,1,6,2,-1,-1,1,  9799035.273503,2,2,3,69,5,-1,-1,-1,2,1,5,1,-1,160,-1,0
20140112130041,1,2,23.1,3,5,5,160,0,0,0,-1,1,2,2,-1,2,-1,-1,1, 11292554.443334,2,2,2,74,5,2,1,2,1,2,-1,-1,2,180,-1,0
20140112130042,1,2,29.0,3,3,5,105,0,0,0,-1,2,2,2,-1,2,-1,-1,1, 16267302.597173,2,4,3,66,5,1,1,2,1,-1,1,-3,2,180,-1,0
20140112130045,1,2,26.5,3,5,-1,70,10,0,0,-1,2,1,1,7,2,-1,-1,1, 21448846.164434,2,2,1,70,5,2,2,2,3,-1,1,2,-1,185,-1,0
20140112130055,1,2,28.4,3,3,2,80,0,0,0,-1,1,2,1,3,1,3,2,1,  4550209.923956,2,3,1,73,5,1,1,2,1,2,1,3,2,215,1,0
20140112130056,1,2,25.5,3,5,-1,20,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  2367551.912753,1,4,2,67,5,2,-1,-1,2,2,-1,-1,-1,163,-1,0
20140112130058,1,2,31.3,3,3,5,0,45,0,0,-1,1,1,2,-1,2,-1,-1,1,  7668084.974615,2,2,3,67,5,1,1,2,3,2,1,2,2,200,2,0
20140112130060,1,1,20.3,3,1,-1,130,5,0,0,-1,1,1,1,6,1,1,2,1,  8346632.954863,2,1,1,64,5,-1,1,2,1,2,1,2,2,118,-1,0
20140112130061,1,2,30.4,3,5,5,30,0,0,0,2,1,2,2,-1,2,-1,-1,3,  8903814.499171,2,1,2,65,5,3,-1,-1,2,1,-1,-1,-1,183,-1,0
20140112130069,1,2,30.0,3,3,-1,25,620,0,0,2,1,1,2,-1,1,1,2,1,  3449006.203785,2,5,1,71,5,1,1,2,1,1,1,2,2,215,-1,0
20140112130071,1,1,37.7,3,1,5,60,0,0,0,-1,1,2,2,-1,1,2,2,1, 11357012.227494,2,4,1,62,5,-1,1,2,1,2,2,1,2,206,2,0
20140112130076,1,2,25.7,3,5,-1,0,0,0,0,-1,2,2,1,4,2,-1,-1,3,  2615733.799762,2,2,2,64,5,2,-1,-1,2,-1,-1,-1,-1,150,-1,0
20140112130078,1,2,-1.0,3,5,-1,210,0,-1,0,-1,1,1,2,-1,2,-1,-1,1,  3371906.837963,1,3,2,-2,5,2,2,2,1,2,-1,-1,-1,165,-1,0
20140112130082,1,1,29.2,3,1,-1,50,0,0,0,-1,1,2,1,6,2,-1,-1,1,  1291674.412411,2,1,1,63,5,-1,1,2,1,2,1,4,2,165,2,0
20140112130088,1,1,28.0,3,1,-1,180,0,0,0,2,1,2,1,3,1,1,2,1,  4893167.491253,2,1,1,65,5,-1,1,2,1,1,5,2,2,168,-1,0
20140112130094,1,1,31.6,3,1,5,45,8,0,0,-1,1,1,2,-1,1,5,2,1,  8804632.463444,2,2,3,70,5,-1,1,2,3,2,1,2,2,220,2,0
20140112130099,1,2,32.9,3,5,-1,25,0,0,0,-1,1,2,1,3,1,3,1,1,  4477057.974113,1,4,2,65,5,2,1,2,1,2,-1,-1,2,198,-1,0
20140112130100,1,2,31.6,3,3,1,115,5,0,0,2,1,1,2,-1,1,5,1,1,  4916462.323859,1,3,3,67,5,1,-1,-1,2,1,2,6,-1,202,2,0
20140112130104,1,2,21.2,3,3,-1,35,10,0,2,-1,1,1,1,7,1,2,2,1,  5536477.150067,2,3,2,57,5,1,-1,-1,2,2,-1,-1,-1,98,2,0
20140112130105,1,1,28.0,3,1,5,30,0,0,0,1,1,2,2,-1,1,3,2,1, 12282123.953313,2,2,1,76,5,-1,1,2,1,1,2,1,1,230,2,0
20140112130106,1,1,20.0,3,1,5,45,0,0,0,-1,1,2,1,7,1,2,2,1,  5583492.394192,2,1,1,61,5,-1,1,2,1,2,1,5,2,106,2,0
20140112130107,1,1,31.0,3,1,-1,0,5,0,0,-1,1,1,1,7,1,7,1,2,  4401761.766334,2,5,1,69,5,-1,2,2,1,2,1,2,-1,210,-1,0
20140112130116,1,-2,31.2,3,-1,-1,210,0,0,0,-1,2,2,1,7,2,-1,-1,1,  5040218.826227,2,3,2,60,5,-2,-1,-1,2,-1,-1,-1,-1,160,-1,2
20140112130118,1,3,14.5,3,2,2,10,0,0,2,-1,2,2,1,5,1,1,2,1,  9118710.305179,2,2,1,69,5,-1,1,2,1,-1,2,5,2,98,2,0
20140112130124,1,-3,-1.0,3,-1,-1,30,0,-1,-1,1,1,2,-3,-1,-3,-1,-1,-3,  3507422.340062,-3,-3,1,-3,5,-3,-1,-1,-3,1,-3,-1,-1,-3,-1,3
20140112130128,1,2,22.8,3,3,-1,10,45,0,0,-1,1,1,1,4,2,-1,-1,1, 13355570.972842,2,2,1,68,5,1,1,2,1,2,1,3,2,150,2,0
20140112130129,1,1,29.0,3,1,5,50,5,0,0,2,1,1,1,7,1,1,2,1, 64322801.644992,2,2,1,66,5,-1,1,2,1,1,1,1,1,180,2,0
20140112130130,1,2,35.1,3,5,-1,30,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  1809684.737774,2,4,1,63,5,2,1,2,1,2,1,2,2,198,-1,0
20140112130132,1,2,36.2,3,3,5,40,10,0,0,-1,2,1,1,-2,1,1,2,1, 15531957.941387,2,3,1,68,5,1,1,2,3,-1,3,2,2,238,-1,0
20140112130135,1,2,28.3,3,5,-1,195,0,0,0,-1,1,2,1,6,2,-1,-1,1,  4882080.564628,2,1,2,63,5,3,1,2,1,2,-1,-1,2,160,2,12
20140112130137,1,1,33.2,3,1,5,130,15,0,0,-1,1,1,1,3,1,4,1,1, 22016410.442016,2,2,2,69,5,-1,-1,-1,2,2,-1,-1,-1,225,2,0
20140112130139,1,2,34.2,1,5,-1,50,15,0,0,-1,2,1,2,-1,2,-1,-1,2,  9855064.824530,1,2,1,60,5,2,1,1,1,-1,1,6,1,175,1,0
20140112130148,1,1,18.8,1,1,-1,15,20,0,0,-1,2,1,2,-1,1,2,1,1,  4842425.823148,2,2,1,69,5,-1,2,2,1,-1,1,2,-1,127,2,0
20140112130152,1,1,-1.0,3,1,-1,60,10,-1,-1,-1,1,1,2,-1,1,2,2,1, 30655197.593988,2,1,2,-2,5,-2,-1,-1,2,2,-1,-1,-1,-2,2,73
20140112130175,1,2,37.1,1,5,-1,47,0,0,0,2,1,2,1,5,1,4,1,1, 12992384.521868,1,1,1,66,5,2,1,2,1,1,1,2,2,230,2,0
20140112130178,1,2,42.9,3,5,-1,30,0,0,0,-1,1,2,2,-1,1,1,2,1,  1716253.082110,1,5,1,64,5,2,1,2,1,2,1,1,2,250,-1,0
20140112130182,1,2,42.6,3,5,-1,45,0,0,0,-1,1,2,1,3,2,-1,-1,2, 11810207.045708,1,4,1,67,5,2,1,2,1,2,1,2,2,272,2,0
20140112130186,1,2,33.1,3,5,5,40,0,0,0,-1,1,2,2,-1,1,2,1,1, 17919783.153864,1,1,1,61,5,2,1,2,1,2,2,1,2,175,2,0
20140112130187,1,1,38.1,3,1,1,46,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  6477149.760305,2,3,1,65,5,-1,1,2,1,2,2,2,2,229,-1,0
20140112130501,1,1,25.1,3,1,4,75,15,0,0,1,1,1,1,2,1,1,2,1,  6000635.422060,2,2,1,72,5,-1,-1,-1,2,1,1,2,-1,185,2,0
20140112130508,1,1,21.2,3,1,-1,0,75,0,0,1,1,1,1,5,1,5,1,1,  5526674.564600,2,1,1,75,5,-1,2,2,1,1,1,2,-1,170,-1,0
20140112130510,1,1,27.4,3,1,-1,30,30,0,0,1,1,1,1,4,2,-1,-1,1,  6105964.169867,2,2,1,67,5,-1,1,1,1,1,1,2,2,175,2,0
20140112130514,1,1,22.0,3,1,5,180,0,0,0,-1,1,2,2,-1,1,1,2,1, 23107197.640570,2,4,2,68,5,-1,-1,-1,2,2,-1,-1,-1,145,-1,0
20140112130515,1,1,26.6,3,1,5,60,25,0,0,2,1,1,2,-1,1,2,1,1, 11804167.888323,2,3,1,67,5,-1,-1,-1,2,1,1,2,-1,170,2,0
20140112130518,1,1,25.1,3,1,5,40,3,0,0,-1,1,1,1,2,2,-1,-1,1,  7686462.440524,2,2,2,71,5,-1,-1,-1,2,2,-1,-1,-1,180,-1,0
20140112130524,1,2,37.4,3,3,-1,25,5,0,0,-1,1,1,2,-1,2,-1,-1,2, 18046304.110143,1,5,1,65,5,1,1,1,1,2,1,1,2,225,2,0
20140112130525,1,1,25.7,3,1,5,70,20,0,0,-1,1,1,1,6,2,-1,-1,1, 15970822.975150,2,2,1,64,5,-1,1,2,1,2,1,2,2,150,-1,0
20140112130530,1,1,22.1,3,1,5,60,30,0,0,1,1,1,1,2,1,1,1,1,  3862394.595068,2,2,1,63,5,-1,1,2,3,1,1,6,2,125,2,0
20140112130537,1,1,30.2,3,1,3,0,15,0,0,-1,2,1,2,-1,1,5,1,1,  8831202.886649,2,2,2,74,5,-1,-1,-1,2,-1,-1,-1,-1,235,2,0
20140112130538,1,1,25.1,3,1,-1,30,30,0,0,1,1,1,1,7,1,7,1,1,  8103587.205965,2,2,1,68,5,-1,1,2,1,1,2,2,2,165,-1,0
20140112130541,1,2,21.6,3,3,5,50,0,0,0,2,1,2,2,-1,2,-1,-1,1, 12778256.748367,2,2,2,65,5,1,-1,-1,2,1,-1,-1,-1,130,-1,0
20140112130542,1,2,23.2,1,5,-1,40,0,0,0,-1,2,2,1,2,1,2,2,1, 10662390.174361,2,2,2,60,5,2,-1,-1,2,-1,-1,-1,-1,119,2,0
20140112130545,1,1,25.6,3,1,5,100,60,0,0,2,1,1,2,-1,1,4,1,2, 35918431.197766,2,4,1,62,5,-1,2,2,1,1,2,1,-1,140,2,0
20140112130550,1,1,22.7,3,1,-1,55,0,0,0,-1,1,2,1,7,2,-1,-1,1,  3036086.450289,2,4,1,62,5,-1,1,2,1,2,1,5,2,124,-1,0
20140112130553,1,1,34.2,3,1,-1,60,20,0,0,1,1,1,2,-1,1,2,2,1,  2083140.742561,2,3,1,66,5,-1,1,1,1,1,3,1,2,212,-1,0
20140112130556,1,2,33.5,3,3,5,45,0,0,0,1,1,2,2,-1,2,-1,-1,1, 27146417.324353,2,4,2,71,5,1,1,2,1,1,-1,-1,2,240,-1,0
20140112130557,1,2,34.4,3,3,-1,60,30,0,0,-1,1,1,1,3,2,-1,-1,1,  6812412.486473,2,4,1,70,5,1,1,2,1,2,1,4,2,240,-1,0
20140112130565,1,3,26.5,3,2,-1,90,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  2537118.035682,2,2,1,70,5,-1,1,2,1,-1,2,1,2,185,-1,0
20140112130567,1,2,29.0,3,5,-1,75,10,0,0,-1,1,1,1,3,2,-1,-1,1,  3001664.981840,2,2,1,66,5,2,1,2,1,2,2,1,2,180,-1,0
20140112130578,1,1,40.0,3,1,4,15,25,0,0,2,1,1,2,-1,1,5,2,1,  2314412.085181,2,5,1,57,5,-1,1,2,3,1,1,2,2,185,2,0
20140112130581,1,1,32.1,3,1,5,105,10,0,0,-1,1,1,2,-1,1,1,2,1, 13268507.808668,2,3,2,67,5,-1,-1,-1,2,2,-1,-1,-1,205,-1,0
20140112130582,1,2,-1.0,3,3,-1,20,10,0,-1,-1,1,1,2,-1,1,2,2,1,  2120816.716661,2,3,1,63,5,1,1,2,1,2,2,6,2,-3,-1,0
20140112130584,1,1,29.5,3,1,-1,30,2,0,0,-1,2,1,1,2,2,-1,-1,1,  3936664.339706,2,3,1,69,5,-1,1,2,1,-1,1,1,2,200,-1,0
20140112130585,1,2,28.0,3,5,-1,0,20,0,0,-1,2,1,2,-1,2,-1,-1,1,  2313134.362335,1,5,1,62,5,2,1,2,1,-1,2,1,2,153,-1,0
20140112130586,1,2,38.1,3,5,-1,30,0,0,0,2,1,2,2,-1,2,-1,-1,1, 10406490.370929,2,4,1,63,5,2,1,2,1,1,2,6,2,215,-1,0
20140112130589,1,1,39.0,3,1,-1,15,15,0,0,-1,1,1,1,4,1,10,1,1,  7699899.772704,2,3,1,71,5,-1,1,2,1,2,2,1,1,280,-1,0
20140112130591,1,2,24.7,3,3,-1,55,0,0,0,-1,2,2,2,-1,2,-1,-1,1, 14319570.149676,1,5,3,69,5,1,-1,-1,2,-1,1,2,-1,167,-1,0
20140112130594,1,2,30.2,3,5,4,55,5,0,0,2,1,1,1,5,2,-1,-1,1,  4282695.324594,1,3,1,61,5,3,1,2,1,1,1,2,1,160,2,0
20140112130595,1,-2,23.5,3,-1,5,45,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  3675747.752560,2,3,1,67,5,-2,1,2,1,-1,1,-2,2,150,-1,2
20140112130596,1,1,17.8,3,1,-1,35,20,0,0,-1,1,1,2,-1,1,7,1,1,  6028498.128478,2,2,1,65,5,-1,-1,-1,2,2,5,5,-1,107,-1,0
20140112130600,1,1,24.8,3,1,5,32,30,0,0,-1,1,1,1,3,1,1,2,1,  7816222.857629,2,1,2,72,5,-1,-1,-1,2,2,-1,-1,-1,183,2,0
20140112130610,1,1,-1.0,3,1,5,50,5,0,-1,-1,1,1,1,3,1,3,1,1,  2522559.456497,2,1,1,67,5,-1,1,2,1,2,2,2,2,-3,-1,0
20140112130613,1,2,28.2,3,3,-1,79,0,0,0,-1,2,2,1,5,1,2,2,2,  6409251.672927,2,1,1,67,5,1,1,2,1,-1,1,1,2,180,2,0
20140112130615,1,1,19.6,1,1,-1,80,0,0,0,-1,1,2,1,2,2,-1,-1,1, 14145186.037676,2,2,2,61,5,-1,-1,-1,2,2,-1,-1,-1,104,2,0
20140112130621,1,3,21.5,3,2,5,25,30,0,0,-1,2,1,2,-1,1,1,2,1,  7859238.777529,2,5,1,60,5,-1,-1,-1,2,-1,1,2,-1,110,2,0
