TUCASEID,TULINENO,EEINCOME1,ERBMI,ERHHCH,ERINCOME,ERSPEMCH,ERTPREAT,ERTSEAT,ETHGT,ETWGT,EUDIETSODA,EUDRINK,EUEAT,EUEXERCISE,EUEXFREQ,EUFASTFD,EUFASTFDFRQ,EUFFYDAY,EUFDSIT,EUFINLWGT,EUSNAP,EUGENHTH,EUGROSHP,EUHGT,EUINCLVL,EUINCOME2,EUMEAT,EUMILK,EUPRPMEL,EUSODA,EUSTORES,EUSTREASON,EUTHERM,EUWGT,EUWIC,EXINCOME1
20140201141716,1,2,25.8,3,5,-1,30,0,0,0,2,1,2,2,-1,2,-1,-1,1,  2675251.086277,2,2,1,66,5,2,1,2,1,1,1,2,2,160,-1,0
20140201141717,1,2,48.7,3,5,-1,20,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  5721265.874510,1,5,1,63,5,2,1,2,1,2,2,3,2,275,2,0
20140201141718,1,1,28.3,3,1,5,40,15,0,0,-1,2,1,1,3,1,2,2,1,  7147445.164798,2,2,1,65,5,-1,1,2,1,-1,1,2,2,170,2,0
20140201141719,1,-3,23.9,3,4,5,35,10,0,0,-1,1,1,1,4,1,2,2,1,  4102437.586538,2,3,1,66,5,1,1,2,1,2,1,2,2,148,-1,3
20140201141720,1,1,29.5,3,1,5,60,5,0,0,2,1,1,1,4,2,-1,-1,1,  6754358.820819,2,2,1,69,5,-1,1,2,1,1,2,2,1,200,2,0
20140201141725,1,2,29.5,3,5,5,20,0,0,0,2,1,2,2,-1,2,-1,-1,2,  6876327.386768,1,4,1,69,5,2,1,2,3,1,2,2,2,200,2,0
20140201141726,1,2,37.1,3,5,5,90,20,0,0,-1,2,1,2,-1,2,-1,-1,1,  9868291.007079,2,3,1,60,5,2,1,2,1,-1,2,1,2,190,-1,0
20140201141727,1,2,20.5,3,5,-1,60,0,0,0,-1,1,2,1,1,2,-1,-1,1,  7491314.331904,2,4,1,68,5,2,1,2,1,2,1,2,2,135,-1,0
20140201141731,1,1,22.0,3,1,5,45,10,0,0,-1,1,1,2,-1,2,-1,-1,1,  3130577.357818,2,3,1,68,5,-1,1,2,1,2,1,2,2,145,2,0
20140201141737,1,1,22.7,3,1,5,90,48,0,0,1,1,1,1,6,2,-1,-1,1,  5109650.415412,2,1,1,70,5,-1,1,2,1,1,3,3,2,158,2,0
20140201141738,1,1,23.6,3,1,5,15,45,0,0,-1,2,1,2,-1,1,1,1,1,  8408940.229100,2,2,1,69,5,-1,1,2,1,-1,1,3,2,160,2,0
20140201141741,1,1,34.3,3,1,5,45,0,0,0,-1,2,2,1,3,1,1,2,1,  9022261.083053,2,2,1,64,5,-1,1,2,1,-1,1,1,2,200,-1,0
20140201141742,1,1,23.4,3,1,5,120,15,0,0,1,1,1,2,-1,1,3,2,1,  6337995.065875,2,2,2,66,5,-1,-1,-1,2,1,-1,-1,-1,145,2,0
20140201141744,1,1,27.0,3,1,5,40,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  3133581.577774,2,2,1,65,5,-1,1,2,3,2,3,1,2,162,2,0
20140201141745,1,1,32.2,3,1,5,30,40,0,0,-1,1,1,1,2,1,1,1,1,  7880940.876532,2,3,3,60,5,-1,1,2,3,2,1,2,2,165,2,0
20140201141746,1,2,30.0,3,5,5,20,0,0,0,-1,2,2,2,-1,2,-1,-1,2, 24384007.842928,1,4,1,56,5,2,2,2,1,-1,1,6,-1,134,2,0
20140201141747,1,1,35.0,3,1,3,120,0,0,0,1,1,2,1,2,1,1,2,1,  2983327.963825,2,2,1,68,5,-1,1,2,1,1,1,1,2,230,2,0
20140201141749,1,1,28.3,3,1,5,80,5,0,0,-1,2,1,1,6,2,-1,-1,1, 16071438.309760,2,2,1,60,5,-1,1,2,1,-1,2,1,2,145,-1,0
20140201141753,1,2,25.8,3,5,5,85,0,0,0,1,1,2,1,3,2,-1,-1,1,  9682039.034180,2,1,1,67,5,3,2,2,1,1,1,1,-1,165,2,0
20140201141758,1,1,25.8,3,1,5,20,30,0,0,-1,1,1,1,5,1,5,1,1,  3086975.350150,2,4,3,65,5,-1,1,2,1,2,2,1,2,155,-1,0
20140201141761,1,2,40.2,3,5,-1,30,2,0,0,-1,2,1,1,7,1,4,2,1, 19116337.610975,1,3,1,63,5,2,1,2,1,-1,1,3,1,227,2,0
20140201141762,1,1,22.5,3,1,5,30,30,0,0,-1,2,1,1,4,2,-1,-1,1, 15627080.600757,2,1,3,60,5,-1,-1,-1,2,-1,1,1,-1,115,2,0
20140201141764,1,1,30.0,3,1,5,105,25,0,0,1,1,1,2,-1,1,3,2,1,  3332454.672350,2,3,3,64,5,-1,1,1,3,1,2,1,2,175,2,0
20140201141768,1,1,25.1,3,1,5,150,30,0,0,-1,2,1,1,1,1,4,2,1,  4398122.818675,2,2,2,69,5,-1,-1,-1,2,-1,-1,-1,-1,170,2,0
20140201141771,1,1,30.3,3,1,5,60,40,0,0,1,1,1,1,5,1,2,2,1, 10263910.352906,2,2,3,59,5,-1,1,2,1,1,1,1,2,150,-1,0
20140201141772,1,1,33.7,3,1,5,80,0,0,0,3,1,2,2,-1,1,3,2,1, 11305110.965609,2,3,1,67,5,-1,1,2,3,1,2,1,2,215,2,0
20140201141773,1,1,21.3,3,1,-1,21,0,0,0,-1,1,2,2,-1,1,1,2,3,  2156353.262698,2,4,1,68,5,-1,1,2,1,2,4,2,2,140,-1,0
20140201141775,1,1,26.8,3,1,5,120,0,0,0,-1,2,2,1,4,1,2,1,1,  3912576.106388,2,1,2,71,5,-1,-1,-1,2,-1,-1,-1,-1,192,2,0
20140201141778,1,1,21.9,3,1,5,110,20,0,0,-1,1,1,1,4,2,-1,-1,1,  4379999.287062,2,1,1,67,5,-1,1,2,1,2,5,3,2,140,2,0
20140201141779,1,3,28.3,3,2,5,5,20,0,0,2,1,1,2,-1,1,3,1,1, 13296609.466576,2,1,1,60,5,-1,1,2,1,1,2,2,1,145,-1,0
20140201141781,1,2,29.3,3,5,5,90,0,0,0,-1,2,2,1,3,1,1,2,1,  3472766.473964,2,2,2,70,5,2,-1,-1,2,-1,-1,-1,-1,204,-1,0
20140201141783,1,1,28.1,3,1,1,90,15,0,0,-1,1,1,1,2,1,1,1,1,  3317894.920102,2,1,2,68,5,-1,-1,-1,2,2,-1,-1,-1,185,2,0
20140201141787,1,2,32.8,3,5,-1,10,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  7210874.369891,2,3,2,66,5,2,-1,-1,2,-1,-1,-1,-1,203,-1,0
20140201141788,1,2,20.4,3,3,5,40,0,0,0,-1,1,2,2,-1,1,1,1,1, 29789031.749604,2,5,3,73,5,1,-1,-1,2,2,2,2,-1,155,2,0
20140201141800,1,1,28.3,3,1,5,90,0,0,0,-1,2,2,1,3,1,10,1,1, 26135861.408618,2,3,3,65,5,-1,-1,-1,2,-1,2,1,-1,170,-1,0
20140201141801,1,1,24.8,3,1,-1,165,3,0,0,-1,1,1,2,-1,2,-1,-1,1,  4858131.467051,2,4,1,63,5,-1,2,2,1,2,4,2,-1,140,-1,0
20140201141802,1,1,29.4,3,1,-1,200,1,0,0,1,1,1,1,7,2,-1,-1,1, 14039499.563962,2,2,3,66,5,-1,-1,-1,2,1,-2,-1,-1,182,-1,0
20140201141803,1,1,30.9,3,1,5,60,30,0,0,-1,1,1,2,-1,2,-1,-1,1,  5950626.507348,2,1,3,64,5,-1,1,2,3,2,2,1,2,180,-1,0
20140201141805,1,2,30.8,3,3,5,80,0,0,0,-1,2,2,2,-1,2,-1,-1,1, 18008141.837778,2,3,2,74,5,1,-1,-1,2,-1,-1,-1,-1,240,2,0
20140201141809,1,2,49.5,3,3,5,114,5,0,0,2,1,1,2,-1,1,2,2,1,  4695640.851585,2,5,1,59,5,1,1,2,1,1,2,4,2,245,-1,0
20140201141814,1,1,38.6,3,1,5,57,2,0,0,2,1,1,1,2,1,4,1,1,  6329957.535178,2,3,1,66,5,-1,1,2,3,1,2,1,2,239,2,0
20140201141820,1,2,22.3,3,5,-1,15,10,0,0,-1,1,1,2,-1,2,-1,-1,1,  6170803.169003,1,5,2,64,5,2,1,2,1,2,-1,-1,2,130,-1,0
20140201141822,1,2,25.8,3,5,5,80,0,0,0,2,1,2,2,-1,2,-1,-1,1,  4370702.283028,1,2,1,65,5,2,1,2,1,1,1,1,2,155,2,0
20140201141823,1,1,33.0,3,1,-1,25,2,0,0,-1,2,1,1,7,1,3,1,1,  2326340.400090,2,2,1,72,5,-1,1,2,1,-1,1,1,2,243,-1,0
20140201141828,1,1,27.8,3,1,5,105,10,0,0,-1,2,1,2,-1,1,1,1,1,  3463269.046319,2,3,3,62,5,-1,1,2,1,-1,2,1,2,152,2,0
20140201141831,1,1,25.2,3,1,5,35,10,0,0,1,1,1,1,7,2,-1,-1,1,  7484783.143718,2,4,1,66,5,-1,-1,-1,2,1,1,1,-1,156,-1,0
20140201141836,1,2,-1.0,3,5,5,0,10,0,-1,-1,2,1,1,2,1,2,1,1,  4768914.606770,2,1,1,65,5,2,1,2,1,-1,3,1,2,-5,1,0
20140201141839,1,1,23.9,3,1,5,50,10,0,0,-1,1,1,1,4,2,-1,-1,1, 10431423.676260,2,2,1,63,5,-1,1,2,1,2,3,1,2,135,2,0
20140201141843,1,1,29.5,3,1,-1,75,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  1906400.888709,2,2,1,69,5,-1,2,2,1,-1,1,2,-1,200,-1,0
20140201141852,1,1,23.8,3,1,1,142,0,0,0,-1,1,2,2,-1,1,1,2,1,  5210172.068880,2,4,1,62,5,-1,1,2,1,2,1,3,2,130,-1,0
20140201141853,1,1,39.3,3,1,-1,20,0,0,0,-1,2,2,1,4,1,3,1,2,  7921459.178611,2,4,2,72,5,-2,-1,-1,2,-1,-1,-1,-1,290,-1,73
20140201141855,1,1,28.4,3,1,5,20,15,0,0,-1,1,1,2,-1,1,1,2,1,  9398856.165884,2,4,2,70,5,-1,1,2,3,2,-1,-1,2,198,-1,0
20140201141859,1,3,25.7,3,2,-1,15,0,0,0,-1,1,2,1,3,1,2,2,1,  2692817.757535,2,1,1,67,5,-1,1,2,1,2,2,4,2,164,-1,0
20140201141861,1,1,24.3,3,1,-1,33,10,0,0,1,1,1,1,2,1,2,2,1, 10551515.500099,2,1,2,62,5,-1,-1,-1,2,1,-1,-1,-1,133,2,0
20140201141862,1,2,31.6,3,5,-1,85,5,0,0,1,1,1,1,2,1,1,2,1,  4186487.028755,2,3,1,70,5,2,1,2,1,1,1,2,2,220,-1,0
20140201141864,1,1,21.5,3,1,-1,75,0,0,0,-1,2,2,1,2,1,3,2,1,  6199838.998276,2,2,1,64,5,-1,1,2,1,-1,1,6,1,125,2,0
20140201141865,1,1,28.3,3,1,5,30,5,0,0,2,1,1,1,2,1,1,2,1,  4800155.659351,2,3,1,64,5,-1,1,2,3,1,2,4,2,165,2,0
20140201141868,1,1,29.1,3,1,5,50,10,0,0,2,1,1,1,3,1,2,2,1,  6369101.080530,2,2,1,65,5,-1,1,2,1,1,1,1,1,175,2,0
20140201141870,1,2,32.5,3,3,5,80,0,0,0,-1,1,2,1,2,2,-1,-1,1, 10075330.693487,2,4,1,69,5,1,1,2,1,2,1,3,1,220,2,0
20140201141872,1,2,30.8,3,3,-1,30,300,1,0,2,1,1,1,4,1,3,1,1,  1944204.834229,2,5,1,77,5,1,1,2,1,1,1,1,2,260,-1,0
20140201141877,1,2,-1.0,3,2,5,90,10,0,-1,-1,2,1,1,7,2,-1,-1,1,  5979719.956780,2,3,1,59,5,-2,1,2,1,-1,1,1,2,-5,1,0
20140201141878,1,1,23.7,3,1,-1,70,10,0,0,1,1,1,2,-1,2,-1,-1,1,  7720429.704179,2,3,1,70,5,-1,1,2,1,1,1,2,2,165,-1,0
20140201141881,1,2,28.8,3,3,-1,30,10,0,0,2,1,1,2,-1,1,2,2,1,  2019884.825408,2,3,1,65,5,1,1,2,1,1,1,2,2,173,-1,0
20140201141884,1,1,41.4,3,1,-1,50,0,0,0,2,1,2,2,-1,1,2,2,1,  4880020.784833,2,5,1,61,5,-1,1,2,1,1,2,2,2,219,2,0
20140201141886,1,1,38.5,3,1,3,29,0,0,0,1,1,2,2,-1,1,2,1,1,  2935616.710298,2,2,3,73,5,-2,-1,-1,2,1,2,6,-1,292,-1,72
20140201141887,1,1,23.0,3,1,-1,15,35,0,0,-1,1,1,2,-1,1,3,2,1,  1458822.529951,2,2,1,70,5,-1,1,2,1,2,2,1,2,160,-1,0
20140201141890,1,2,31.3,3,5,5,85,30,0,0,-1,2,1,1,5,1,1,2,1, 12619835.689035,2,2,1,59,5,3,1,2,1,-1,1,4,2,155,2,0
20140201141892,1,1,19.8,3,1,-1,120,0,0,0,-1,2,2,2,-1,1,1,1,1,  3636908.551715,2,1,1,61,5,-1,1,2,1,-1,1,3,2,105,2,0
20140201141895,1,2,27.0,3,5,4,40,1,0,0,-1,1,1,2,-1,1,1,2,2,  2352205.203480,1,3,2,74,5,2,1,2,1,2,-1,-1,1,210,2,0
20140201141901,1,2,25.1,3,5,-1,35,60,0,0,-1,1,1,1,6,2,-1,-1,1,  1168853.900551,2,5,2,69,5,2,1,2,1,2,-1,-1,2,170,-1,0
20140201141902,1,2,28.7,3,5,-1,95,20,0,0,-1,2,1,1,4,1,1,2,1,  6742741.493287,1,1,1,67,5,2,1,2,1,-1,3,1,2,183,2,0
20140201141904,1,2,30.7,3,5,2,65,10,0,0,-1,1,1,1,2,2,-1,-1,1, 10400765.048893,2,3,2,71,5,3,-1,-1,2,2,-1,-1,-1,220,-1,0
20140201141911,1,-2,19.8,3,-1,-1,3,10,0,2,2,1,1,1,5,2,-1,-1,1,  7156837.459992,1,4,1,59,5,-2,2,2,1,1,1,1,-1,98,-1,2
20140201141918,1,1,26.5,2,1,5,120,0,0,0,-1,2,2,2,-1,1,2,2,1,  3356918.068721,2,1,2,70,5,-1,-1,-1,2,-1,-1,-1,-1,185,2,0
20140201141921,1,1,20.4,3,1,-1,30,10,0,0,-1,2,1,1,4,-2,-1,-1,2,  8520017.852424,2,4,3,67,5,-2,-1,-1,2,-1,2,1,-1,130,-1,73
20140201141924,1,2,38.3,3,3,-1,20,0,0,0,2,1,2,2,-1,1,5,2,1,  1540678.215609,2,3,1,65,5,1,1,2,1,1,1,1,2,230,2,0
20140201141926,1,1,20.2,3,1,-1,55,45,0,0,-1,1,1,1,2,1,3,1,1,  5393897.314271,2,1,2,71,5,1,-1,-1,2,2,-1,-1,-1,145,2,73
20140201141927,1,2,39.9,3,5,-1,90,5,0,0,2,1,1,2,-1,2,-1,-1,1,  2588152.879624,1,5,1,65,5,2,1,1,1,1,2,1,2,240,-1,0
20140201141932,1,1,28.1,3,1,-1,35,5,0,0,-1,2,1,2,-1,1,4,1,1,  3729375.593713,2,3,1,69,5,-1,1,2,1,-1,1,1,2,190,-1,0
20140201141940,1,1,20.1,3,1,5,135,2,0,0,2,1,1,2,-1,1,14,1,1,  9587401.502320,2,2,3,64,5,-1,2,2,3,1,1,2,-1,117,2,0
20140201141961,1,1,24.7,3,1,-1,35,180,0,0,-1,2,1,1,4,1,5,2,1,  6331098.373760,2,2,1,62,5,-1,1,2,1,-1,1,3,1,135,-1,0
20140201141964,1,2,36.8,3,5,-1,10,2,0,0,-1,2,1,2,-1,2,-1,-1,3,  6311011.699383,2,4,1,66,5,3,2,2,1,-1,5,1,-1,228,-1,0
20140201141970,1,1,-1.0,3,1,5,60,15,0,-1,-1,1,1,1,3,1,2,1,1,  5805511.696218,2,3,1,68,5,-1,1,2,3,2,1,1,2,-3,2,0
20140201141973,1,1,32.9,1,1,5,57,5,0,0,-1,1,1,1,5,1,1,2,1, 18143807.790471,2,2,1,67,5,-1,1,2,1,2,1,5,2,210,2,0
20140201141975,1,1,32.3,3,1,1,45,25,0,0,2,1,1,2,-1,1,4,1,1,  7448867.090364,2,3,2,70,5,-1,1,2,3,1,-1,-1,2,225,2,0
20140201141976,1,-3,29.3,3,-1,5,75,0,0,0,-1,1,2,1,5,2,-1,-1,1, 11839479.772785,2,2,1,60,5,-3,1,2,1,2,1,-2,1,150,-1,3
20140201141978,1,1,25.8,3,1,-1,75,3,0,0,-1,2,1,1,3,1,2,2,1,  3632529.285201,2,2,1,70,5,1,-1,-1,2,-1,1,2,-1,180,-1,81
20140201141979,1,1,31.0,3,1,5,240,0,0,0,-1,1,2,1,7,1,1,2,1,  6841438.494578,2,1,2,69,5,-1,-1,-1,2,2,-1,-1,-1,210,-1,0
20140201141980,1,2,34.3,3,3,-1,11,15,0,0,2,1,1,1,5,1,4,1,1,  6208358.609554,2,3,3,64,5,1,1,2,3,1,1,3,2,200,2,0
20140201141985,1,2,29.7,3,3,5,30,0,0,0,-1,2,2,2,-1,2,-1,-1,1,  9702001.317926,2,2,3,73,5,1,-1,-1,2,-1,4,2,-1,225,-1,0
20140201141986,1,2,22.5,3,3,-1,90,0,0,0,2,1,2,2,-1,1,2,2,1,  2290013.294709,2,3,1,72,5,1,1,2,1,1,1,1,2,166,-1,0
20140201141987,1,2,-1.0,3,3,5,0,11,0,-1,-1,1,1,1,3,1,7,1,1,  3229444.164744,2,3,3,69,5,1,1,2,3,2,1,3,2,-3,2,0
20140201141992,1,2,35.5,3,5,-1,90,0,0,0,2,1,2,2,-1,1,3,2,2,  2859725.639510,2,5,1,66,5,2,1,2,1,1,2,1,2,220,2,0
20140201141996,1,1,21.9,3,1,-1,30,90,0,0,2,1,1,1,6,1,3,1,1,  4961049.922267,2,1,2,67,5,1,-1,-1,2,1,-1,-1,-1,140,1,73
20140201142002,1,2,27.4,3,5,-1,75,20,0,0,-1,1,1,1,5,1,2,1,1,  6209450.320050,1,4,1,66,5,2,1,2,1,2,1,1,2,170,-1,0
20140201142003,1,1,28.6,3,1,5,60,30,0,0,1,1,1,1,2,2,-1,-1,1,  6041546.323830,2,2,1,70,5,-1,-1,-1,2,1,1,1,-1,199,-1,0
20140201142004,1,1,31.5,3,1,-1,45,10,0,0,-1,2,1,1,1,2,-1,-1,1,  4329778.042932,2,4,2,68,5,-1,1,2,3,-1,-1,-1,2,207,2,0
20140201142005,1,1,48.8,3,1,-1,150,5,0,0,-1,2,1,1,3,2,-1,-1,1,  7117901.166652,2,3,1,60,5,-1,2,2,1,-1,1,3,-1,250,-1,0
20140201142010,1,2,27.4,3,3,-1,15,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  5171655.309838,2,3,1,61,5,1,1,2,1,2,2,1,2,145,-1,0
20140201142011,1,2,23.6,3,3,-1,70,1,0,0,-1,1,1,1,4,1,2,2,1,  6252111.241630,2,1,1,69,5,1,1,2,1,2,1,2,2,160,-1,0
20140201142012,1,2,-1.0,3,5,5,55,5,-1,0,2,1,1,2,-1,1,1,2,1,  7539616.964995,2,3,2,-2,5,2,-1,-1,2,1,-1,-1,-1,165,2,0
20140201142013,1,1,24.4,3,1,-1,30,6,0,0,-1,1,1,2,-1,1,4,1,1,  7711576.115427,2,3,2,72,5,-1,1,2,3,2,-1,-1,2,180,2,0
20140201142017,1,2,42.3,3,5,-1,60,0,0,0,-1,2,2,2,-1,2,-1,-1,3,  1378118.126458,2,5,1,68,5,2,1,2,1,-1,2,2,2,278,-1,0
20140201142019,1,2,36.9,3,5,-1,80,0,0,0,2,1,2,2,-1,1,7,1,1,  2553353.338022,2,3,1,68,5,3,1,1,1,1,1,2,2,243,-1,0
20140201142024,1,1,38.6,3,1,-1,15,15,0,0,2,1,1,1,4,1,6,1,1,  2848659.561077,2,3,1,72,5,-1,1,2,1,1,2,1,2,285,-1,0
20140201142025,1,1,31.2,3,1,2,60,0,0,0,3,1,2,1,2,1,2,2,1, 21412385.760673,1,3,1,68,5,-1,1,2,1,1,1,1,2,205,2,0
20140201142028,1,2,26.9,3,3,5,30,5,0,0,2,1,1,2,-1,1,2,2,2,  4068881.460716,2,4,1,68,5,1,1,2,1,1,2,4,2,177,2,0
20140201142029,1,2,31.3,3,5,-1,179,0,0,0,2,1,2,2,-1,2,-1,-1,2,  4913655.495893,1,5,1,67,5,2,1,2,1,1,2,4,2,200,-1,0
20140201142033,1,1,33.0,3,1,-1,35,0,0,0,-1,1,2,1,3,1,3,1,1,  2992518.426222,2,2,1,70,5,-1,1,1,1,2,-2,-1,2,230,-1,0
20140201142034,1,2,25.7,3,5,5,70,5,0,0,-1,1,1,1,2,2,-1,-1,1,  4348200.587497,2,3,3,66,5,3,1,2,1,2,2,3,2,159,1,0
20140201142037,1,-2,25.8,3,4,-1,140,15,0,0,-1,1,1,1,3,2,-1,-1,1,  1733924.189863,2,1,1,67,5,1,1,1,1,2,2,2,2,165,-1,2
20140201142039,1,2,-1.0,3,5,5,90,0,0,-1,2,1,2,2,-1,1,1,2,1,  5589495.213986,1,2,3,67,5,2,1,2,1,1,1,1,2,-2,1,0
20140201142044,1,1,20.4,3,1,5,45,0,0,0,-1,2,2,2,-1,1,3,2,1,  4832553.139535,2,2,1,67,5,-1,1,2,1,-1,1,2,2,130,2,0
20140201142045,1,2,20.8,3,3,-1,55,70,0,0,2,1,1,1,11,1,1,2,1,  8354685.626297,2,1,1,67,5,1,1,2,1,1,1,1,2,133,2,0
20140201142049,1,1,23.5,3,1,1,80,60,0,0,-1,1,1,1,3,1,3,1,1,  6763034.572447,2,1,1,67,5,-3,1,2,3,2,1,2,2,150,-1,84
20140201142051,1,1,18.4,3,1,5,76,10,0,0,2,1,1,2,-1,1,1,2,1,  6326020.654302,2,2,3,66,5,-1,1,2,3,1,1,2,2,114,2,0
20140201142057,1,1,27.7,3,1,5,90,120,0,0,2,1,1,1,4,2,-1,-1,1,  5703050.742510,2,4,1,68,5,-1,1,2,1,1,3,4,1,182,-1,0
20140201142058,1,2,23.9,3,5,5,20,0,0,0,1,1,2,2,-1,2,-1,-1,1,  4526901.314522,2,5,3,68,5,2,1,2,3,1,2,1,1,157,-1,0
20140201142059,1,1,20.4,3,1,5,0,27,0,0,1,1,1,1,4,1,2,2,1, 10403551.524016,2,1,1,67,5,-1,1,2,1,1,1,2,2,130,2,0
20140201142060,1,1,30.0,3,1,-1,30,30,0,0,2,1,1,1,1,1,1,2,1,  5709124.878601,2,2,1,64,5,-1,1,2,1,1,1,2,2,175,-1,0
20140201142061,1,1,-1.0,3,1,-1,60,0,0,-1,-1,1,2,1,4,2,-1,-1,1,  4502270.351868,2,3,1,67,5,-1,1,2,1,2,1,2,2,-2,-1,0
20140201142066,1,1,25.5,3,1,5,55,61,0,0,2,1,1,2,-1,2,-1,-1,1, 10723667.251600,2,2,1,66,5,-1,1,2,1,1,5,6,2,158,-1,0
20140201142067,1,2,25.8,3,5,-1,130,25,0,0,-1,2,1,2,-1,2,-1,-1,1,  3355479.291797,1,3,1,62,5,2,1,2,1,-1,1,1,2,141,2,0
20140201142069,1,2,20.8,3,3,-1,30,0,0,0,2,1,2,2,-1,1,1,1,1,  5610108.615610,2,3,1,70,5,1,1,2,1,1,1,1,2,145,-1,0
20140201142073,1,2,23.1,3,5,-1,45,10,0,0,2,1,1,1,4,2,-1,-1,2,  4110101.993728,2,2,1,74,5,2,1,2,1,1,1,2,2,180,-1,0
20140201142074,1,2,29.0,3,5,-1,15,10,0,0,2,1,1,2,-1,1,5,2,2,  8301392.544311,2,3,1,73,5,2,1,2,1,1,2,1,2,220,-1,0
20140201142079,1,1,-1.0,3,1,5,120,0,0,-1,-1,1,2,2,-1,2,-1,-1,1,  2862515.864733,2,3,1,64,5,-1,1,2,1,2,1,2,2,-3,2,0
20140201142081,1,2,32.6,3,5,5,55,15,0,0,-1,2,1,1,3,1,2,2,1, 15622354.928450,1,3,3,65,5,2,-1,-1,2,-1,1,1,-1,196,1,0
20140201142083,1,1,23.8,3,1,5,120,1,0,0,-1,2,1,2,-1,2,-1,-1,1,  4720894.820613,2,2,1,62,5,-1,2,2,3,-1,2,1,-1,130,2,0
20140201142092,1,1,-1.0,3,1,5,30,0,0,-1,-1,1,2,2,-1,2,-1,-1,1,  7337481.196294,2,2,1,63,5,-1,1,2,1,2,1,4,2,-2,2,0
20140201142097,1,1,23.6,3,1,-1,110,0,0,0,-1,1,2,2,-1,2,-1,-1,1,  4987016.396990,2,2,1,68,5,-1,1,2,1,2,1,4,2,155,-1,0
20140201142100,1,1,29.3,3,1,5,15,0,0,0,-1,1,2,1,10,1,4,2,1, 13607797.877340,2,1,2,62,5,-1,1,2,3,2,-1,-1,1,160,-1,0
20140201142109,1,1,27.4,3,1,5,10,0,0,0,1,1,2,2,-1,1,7,2,1,  3802623.418322,2,4,2,68,5,-3,-1,-1,2,1,-1,-1,-1,180,2,81
20140201142111,1,2,26.6,3,5,-1,125,0,0,0,2,1,2,2,-1,2,-1,-1,1,  2901760.114326,1,3,1,63,5,2,1,2,1,1,1,2,1,150,2,0
20140201142113,1,2,26.3,3,5,5,45,0,0,0,-1,1,2,2,-1,2,-1,-1,1, 18010316.460303,2,4,2,74,5,3,-1,-1,2,2,-1,-1,-1,205,2,0
20140201142115,1,1,33.2,3,1,5,45,0,0,0,-1,2,2,2,-1,1,2,1,1, 11381460.055019,2,2,2,60,5,-1,-1,-1,2,-1,-1,-1,-1,170,1,0
20140201142117,1,1,21.9,3,1,-1,30,0,0,0,2,1,2,1,5,1,3,1,1,  4128365.764056,2,2,2,67,5,-1,-1,-1,2,1,-1,-1,-1,140,-1,0
20140201142118,1,2,29.8,3,3,-1,165,0,0,0,-1,1,2,2,-1,1,1,2,1, 10739702.566076,2,2,1,63,5,1,1,2,1,2,3,1,2,168,-1,0
20140201142119,1,1,32.6,3,1,3,60,10,0,0,2,1,1,2,-1,1,2,2,1,  5690852.926141,2,2,2,65,5,-1,-1,-1,2,1,-1,-1,-1,196,2,0
20140201142122,1,1,29.2,3,1,-1,30,0,0,0,-1,2,2,1,7,2,-1,-1,1,  1333093.842165,2,2,1,64,5,-1,1,2,1,-1,2,2,2,170,-1,0
20140201142123,1,1,29.5,3,1,-1,10,0,0,0,-1,2,1,2,-1,2,-1,-1,1,  6443487.676467,2,4,1,69,5,-1,2,2,1,-1,1,2,-1,200,2,0
20140201142125,1,1,32.1,3,1,5,60,3,0,0,-1,2,1,1,3,1,2,1,1,  8220050.495714,2,3,2,67,5,-1,-1,-1,2,-1,-1,-1,-1,205,2,0
20140201142130,1,1,21.5,3,1,-1,15,0,0,0,-1,1,2,1,4,2,-1,-1,1,  5128814.687648,2,2,1,64,5,-1,1,2,1,2,1,2,2,125,-1,0
20140201142131,1,2,30.7,3,5,-1,2,5,0,0,2,1,1,2,-1,2,-1,-1,1,  3572357.266646,2,5,1,66,5,2,1,2,1,1,1,1,2,190,2,0
20140201142133,1,1,24.4,3,1,5,135,30,0,0,-1,2,1,1,7,1,7,1,1, 16870371.399577,2,2,2,72,5,-1,-1,-1,2,-1,-1,-1,-1,180,-1,0
20140201142135,1,1,21.3,3,1,5,75,20,0,0,-1,2,1,1,4,1,1,2,1,  6129929.386244,2,1,1,68,5,-1,1,2,1,-1,1,6,2,140,2,0
20140201142138,1,-2,29.0,3,-1,-1,95,0,0,0,-1,2,2,2,-1,2,-1,-1,2,  1335590.383193,2,5,2,57,5,-2,2,2,1,-1,-1,-1,-1,134,-1,2
20140201142144,1,1,23.7,3,1,-1,90,30,0,0,1,1,1,1,6,2,-1,-1,1,  2919655.805162,2,2,1,73,5,-1,2,2,1,1,1,1,-1,180,-1,0
20140201142149,1,1,30.6,3,1,-1,180,0,0,0,-1,2,2,1,7,1,2,2,1,  7002523.074344,2,2,1,74,5,-1,1,1,1,-1,1,2,1,238,-1,0
20140201142151,1,2,28.0,3,5,-1,60,0,0,0,2,1,2,1,4,2,-1,-1,1,  4916609.757185,1,5,1,65,5,2,1,2,1,1,1,1,1,168,-1,0
